Nama Lokasi,Tipe Lokasi,Merk HP,Minat Digital,CTR,Durasi Akses (Menit/Minggu),Skor CTR,Skor Durasi Akses (Menit/Minggu),Skor Minat Digital,Level Respons CTR,Level Durasi Akses,Level Minat Digital,Usia,Sesi Login,Segmentasi Pengguna
Plaza Indonesia,Mall,Vivo,E-Book & Digital Education,1.6,348,10.666666666666668,57.99999999999999,34.3,Rendah,Sedang,Rendah,24,Sore,The Passerby
Kopi Kenangan Senayan,Cafe,Oppo,E-Book & Digital Education,10.7,475,71.33333333333333,79.16666666666666,75.2,Tinggi,Tinggi,Tinggi,28,Pagi,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Apple,Entertainment & Streaming,2.1,453,14.000000000000002,75.5,44.8,Rendah,Tinggi,Sedang,25,Siang,The Camper
Plaza Indonesia,Mall,Apple,F&B & Culinary Lifestyle,0.2,76,1.3333333333333337,12.666666666666668,7.0,Rendah,Rendah,Rendah,19,Siang,The Passerby
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,1.3,485,8.666666666666668,80.83333333333333,44.8,Rendah,Tinggi,Sedang,25,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Vivo,F&B & Culinary Lifestyle,6.8,494,45.33333333333333,82.33333333333334,63.8,Sedang,Tinggi,Sedang,33,Malam,The Camper
Stasiun Sudirman,Transportasi,Apple,Entertainment & Streaming,9.1,570,60.66666666666667,95.0,77.8,Sedang,Tinggi,Tinggi,39,Siang,The Camper
Starbucks Kemang,Cafe,Vivo,Travel & Leisure,5.5,98,36.66666666666666,16.333333333333332,26.5,Rendah,Rendah,Rendah,33,Malam,The Passerby
Stasiun Sudirman,Transportasi,Vivo,Entertainment & Streaming,14.4,141,96.0,23.5,59.8,Tinggi,Rendah,Sedang,43,Sore,The Impulse Clicker
Starbucks Kemang,Cafe,Xiaomi,Entertainment & Streaming,7.8,595,52.0,99.16666666666669,75.6,Sedang,Tinggi,Tinggi,19,Malam,The Camper
Stasiun Sudirman,Transportasi,Samsung,Travel & Leisure,12.0,379,80.0,63.16666666666667,71.6,Tinggi,Sedang,Tinggi,26,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Samsung,Entertainment & Streaming,6.8,540,45.33333333333333,90.0,67.7,Sedang,Tinggi,Sedang,29,Malam,The Camper
Stasiun Sudirman,Transportasi,Xiaomi,E-Book & Digital Education,2.5,371,16.666666666666664,61.83333333333333,39.2,Rendah,Sedang,Rendah,35,Malam,The Passerby
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,8.6,358,57.333333333333336,59.66666666666667,58.5,Sedang,Sedang,Sedang,31,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Apple,Travel & Leisure,1.2,344,8.0,57.333333333333336,32.7,Rendah,Sedang,Rendah,44,Malam,The Passerby
Plaza Indonesia,Mall,Xiaomi,F&B & Culinary Lifestyle,11.1,238,74.0,39.66666666666666,56.8,Tinggi,Rendah,Sedang,38,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Xiaomi,F&B & Culinary Lifestyle,3.9,301,26.0,50.16666666666667,38.1,Rendah,Sedang,Rendah,32,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,E-Book & Digital Education,14.8,208,98.66666666666669,34.66666666666667,66.7,Tinggi,Rendah,Sedang,19,Pagi,The Impulse Clicker
Stasiun Sudirman,Transportasi,Oppo,Entertainment & Streaming,3.6,510,24.000000000000004,85.0,54.5,Rendah,Tinggi,Sedang,22,Malam,The Camper
Starbucks Kemang,Cafe,Xiaomi,F&B & Culinary Lifestyle,9.6,178,64.0,29.666666666666668,46.8,Sedang,Rendah,Sedang,20,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Xiaomi,Entertainment & Streaming,11.2,299,74.66666666666666,49.833333333333336,62.2,Tinggi,Sedang,Sedang,31,Pagi,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,F&B & Culinary Lifestyle,8.0,505,53.333333333333336,84.16666666666667,68.8,Sedang,Tinggi,Sedang,31,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Oppo,E-Book & Digital Education,14.4,102,96.0,17.0,56.5,Tinggi,Rendah,Sedang,32,Pagi,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Oppo,Travel & Leisure,13.8,339,92.0,56.49999999999999,74.2,Tinggi,Sedang,Tinggi,19,Sore,The Impulse Clicker
Plaza Indonesia,Mall,Xiaomi,Travel & Leisure,5.9,307,39.333333333333336,51.16666666666667,45.2,Rendah,Sedang,Sedang,43,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Apple,E-Book & Digital Education,8.2,68,54.66666666666666,11.333333333333332,33.0,Sedang,Rendah,Rendah,25,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,Entertainment & Streaming,5.3,350,35.333333333333336,58.333333333333336,46.8,Rendah,Sedang,Sedang,30,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,14.1,282,94.0,47.0,70.5,Tinggi,Sedang,Tinggi,27,Pagi,The Impulse Clicker
Stasiun Sudirman,Transportasi,Samsung,Travel & Leisure,1.9,249,12.666666666666664,41.5,27.1,Rendah,Sedang,Rendah,43,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Oppo,F&B & Culinary Lifestyle,9.6,343,64.0,57.16666666666666,60.6,Sedang,Sedang,Sedang,37,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,E-Book & Digital Education,2.4,135,16.0,22.5,19.2,Rendah,Rendah,Rendah,22,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,E-Book & Digital Education,14.3,331,95.33333333333334,55.16666666666666,75.2,Tinggi,Sedang,Tinggi,36,Malam,The Impulse Clicker
Starbucks Kemang,Cafe,Vivo,Entertainment & Streaming,2.7,563,18.000000000000004,93.83333333333331,55.9,Rendah,Tinggi,Sedang,40,Siang,The Camper
Kopi Kenangan Senayan,Cafe,Apple,Travel & Leisure,9.7,512,64.66666666666666,85.33333333333334,75.0,Sedang,Tinggi,Tinggi,33,Malam,The Camper
Plaza Indonesia,Mall,Vivo,E-Book & Digital Education,11.7,79,77.99999999999999,13.166666666666666,45.6,Tinggi,Rendah,Sedang,44,Malam,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Samsung,Entertainment & Streaming,4.0,397,26.666666666666668,66.16666666666666,46.4,Rendah,Sedang,Sedang,46,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,Entertainment & Streaming,6.5,131,43.333333333333336,21.83333333333333,32.6,Sedang,Rendah,Rendah,24,Malam,The Passerby
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,8.5,427,56.66666666666666,71.16666666666667,63.9,Sedang,Tinggi,Sedang,24,Pagi,The Camper
Plaza Indonesia,Mall,Samsung,E-Book & Digital Education,8.0,408,53.333333333333336,68.0,60.7,Sedang,Sedang,Sedang,45,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,8.3,453,55.333333333333336,75.5,65.4,Sedang,Tinggi,Sedang,37,Siang,The Camper
Starbucks Kemang,Cafe,Samsung,E-Book & Digital Education,7.3,508,48.66666666666666,84.66666666666667,66.7,Sedang,Tinggi,Sedang,18,Pagi,The Camper
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,7.3,124,48.66666666666666,20.666666666666668,34.7,Sedang,Rendah,Rendah,46,Malam,The Passerby
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,0.6,117,4.0,19.5,11.8,Rendah,Rendah,Rendah,29,Malam,The Passerby
Plaza Indonesia,Mall,Apple,Travel & Leisure,6.9,212,46.0,35.333333333333336,40.7,Sedang,Rendah,Sedang,43,Malam,The Passerby
Stasiun Sudirman,Transportasi,Apple,Entertainment & Streaming,9.8,542,65.33333333333334,90.33333333333331,77.8,Sedang,Tinggi,Tinggi,45,Pagi,The Camper
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,2.6,111,17.333333333333336,18.5,17.9,Rendah,Rendah,Rendah,26,Malam,The Passerby
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,12.3,168,82.0,28.000000000000004,55.0,Tinggi,Rendah,Sedang,41,Malam,The Impulse Clicker
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,12.1,496,80.66666666666666,82.66666666666667,81.7,Tinggi,Tinggi,Tinggi,27,Sore,The Digital Star
Plaza Indonesia,Mall,Samsung,Travel & Leisure,8.2,389,54.66666666666666,64.83333333333333,59.8,Sedang,Sedang,Sedang,36,Malam,The Passerby
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,4.1,485,27.33333333333333,80.83333333333333,54.1,Rendah,Tinggi,Sedang,36,Malam,The Camper
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,13.9,101,92.66666666666666,16.833333333333332,54.7,Tinggi,Rendah,Sedang,41,Malam,The Impulse Clicker
Starbucks Kemang,Cafe,Vivo,Entertainment & Streaming,11.7,76,77.99999999999999,12.666666666666668,45.3,Tinggi,Rendah,Sedang,26,Malam,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Samsung,Travel & Leisure,13.3,486,88.66666666666667,81.0,84.8,Tinggi,Tinggi,Tinggi,41,Malam,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Travel & Leisure,6.8,304,45.33333333333333,50.66666666666667,48.0,Sedang,Sedang,Sedang,42,Malam,The Passerby
Starbucks Kemang,Cafe,Apple,Entertainment & Streaming,9.2,150,61.33333333333333,25.0,43.2,Sedang,Rendah,Sedang,27,Malam,The Passerby
Plaza Indonesia,Mall,Apple,F&B & Culinary Lifestyle,1.8,157,12.000000000000002,26.166666666666664,19.1,Rendah,Rendah,Rendah,29,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,7.0,273,46.66666666666666,45.5,46.1,Sedang,Sedang,Sedang,29,Pagi,The Passerby
Plaza Indonesia,Mall,Apple,Entertainment & Streaming,7.5,223,50.0,37.16666666666666,43.6,Sedang,Rendah,Sedang,21,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,Entertainment & Streaming,3.8,524,25.33333333333333,87.33333333333333,56.3,Rendah,Tinggi,Sedang,37,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,11.8,556,78.66666666666667,92.66666666666666,85.7,Tinggi,Tinggi,Tinggi,29,Malam,The Digital Star
Stasiun Sudirman,Transportasi,Oppo,Travel & Leisure,8.7,489,57.99999999999999,81.5,69.8,Sedang,Tinggi,Sedang,39,Malam,The Camper
Starbucks Kemang,Cafe,Apple,F&B & Culinary Lifestyle,4.9,160,32.66666666666667,26.666666666666668,29.7,Rendah,Rendah,Rendah,36,Malam,The Passerby
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,1.1,556,7.333333333333333,92.66666666666666,50.0,Rendah,Tinggi,Sedang,40,Malam,The Camper
Kopi Kenangan Senayan,Cafe,Oppo,F&B & Culinary Lifestyle,5.8,199,38.66666666666666,33.166666666666664,35.9,Rendah,Rendah,Rendah,27,Siang,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,F&B & Culinary Lifestyle,5.0,92,33.33333333333333,15.333333333333332,24.3,Rendah,Rendah,Rendah,35,Malam,The Passerby
Stasiun Sudirman,Transportasi,Oppo,Entertainment & Streaming,6.3,411,42.0,68.5,55.2,Sedang,Sedang,Sedang,43,Malam,The Passerby
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,8.7,295,57.99999999999999,49.16666666666666,53.6,Sedang,Sedang,Sedang,21,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,Travel & Leisure,7.1,533,47.333333333333336,88.83333333333333,68.1,Sedang,Tinggi,Sedang,31,Siang,The Camper
Plaza Indonesia,Mall,Apple,F&B & Culinary Lifestyle,4.9,287,32.66666666666667,47.833333333333336,40.2,Rendah,Sedang,Sedang,23,Malam,The Passerby
Stasiun Sudirman,Transportasi,Samsung,Entertainment & Streaming,14.7,101,98.0,16.833333333333332,57.4,Tinggi,Rendah,Sedang,18,Malam,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Oppo,Travel & Leisure,5.9,160,39.333333333333336,26.666666666666668,33.0,Rendah,Rendah,Rendah,45,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,Entertainment & Streaming,14.2,195,94.66666666666669,32.5,63.6,Tinggi,Rendah,Sedang,29,Sore,The Impulse Clicker
Plaza Indonesia,Mall,Samsung,Entertainment & Streaming,10.0,225,66.66666666666666,37.5,52.1,Sedang,Rendah,Sedang,44,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,Entertainment & Streaming,11.6,475,77.33333333333333,79.16666666666666,78.2,Tinggi,Tinggi,Tinggi,46,Malam,The Digital Star
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,5.8,400,38.66666666666666,66.66666666666666,52.7,Rendah,Sedang,Sedang,24,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Xiaomi,Travel & Leisure,8.1,272,53.99999999999999,45.33333333333333,49.7,Sedang,Sedang,Sedang,22,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,Travel & Leisure,14.2,432,94.66666666666669,72.0,83.3,Tinggi,Tinggi,Tinggi,23,Malam,The Digital Star
Kopi Kenangan Senayan,Cafe,Vivo,F&B & Culinary Lifestyle,5.5,239,36.66666666666666,39.83333333333333,38.2,Rendah,Rendah,Rendah,32,Malam,The Passerby
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,14.7,304,98.0,50.66666666666667,74.3,Tinggi,Sedang,Tinggi,24,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Vivo,F&B & Culinary Lifestyle,11.3,290,75.33333333333334,48.333333333333336,61.8,Tinggi,Sedang,Sedang,23,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Oppo,E-Book & Digital Education,0.8,441,5.333333333333334,73.5,39.4,Rendah,Tinggi,Rendah,30,Pagi,The Camper
Plaza Indonesia,Mall,Samsung,Entertainment & Streaming,10.6,359,70.66666666666667,59.833333333333336,65.2,Tinggi,Sedang,Sedang,30,Siang,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,13.4,528,89.33333333333333,88.0,88.7,Tinggi,Tinggi,Tinggi,25,Malam,The Digital Star
Kopi Kenangan Senayan,Cafe,Xiaomi,F&B & Culinary Lifestyle,1.6,342,10.666666666666668,56.99999999999999,33.8,Rendah,Sedang,Rendah,41,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,Travel & Leisure,14.3,83,95.33333333333334,13.833333333333334,54.6,Tinggi,Rendah,Sedang,42,Malam,The Impulse Clicker
Plaza Indonesia,Mall,Oppo,E-Book & Digital Education,6.3,81,42.0,13.5,27.8,Sedang,Rendah,Rendah,42,Siang,The Passerby
Plaza Indonesia,Mall,Apple,Travel & Leisure,9.7,481,64.66666666666666,80.16666666666666,72.4,Sedang,Tinggi,Tinggi,19,Pagi,The Camper
Stasiun Sudirman,Transportasi,Xiaomi,Entertainment & Streaming,8.9,515,59.333333333333336,85.83333333333333,72.6,Sedang,Tinggi,Tinggi,21,Pagi,The Camper
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,F&B & Culinary Lifestyle,11.8,292,78.66666666666667,48.66666666666667,63.7,Tinggi,Sedang,Sedang,18,Pagi,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,5.3,526,35.333333333333336,87.66666666666667,61.5,Rendah,Tinggi,Sedang,19,Pagi,The Camper
Starbucks Kemang,Cafe,Vivo,E-Book & Digital Education,2.7,239,18.000000000000004,39.83333333333333,28.9,Rendah,Rendah,Rendah,24,Malam,The Passerby
Starbucks Kemang,Cafe,Xiaomi,Travel & Leisure,1.9,326,12.666666666666664,54.333333333333336,33.5,Rendah,Sedang,Rendah,45,Pagi,The Passerby
Plaza Indonesia,Mall,Samsung,E-Book & Digital Education,14.7,211,98.0,35.16666666666667,66.6,Tinggi,Rendah,Sedang,24,Pagi,The Impulse Clicker
Plaza Indonesia,Mall,Xiaomi,F&B & Culinary Lifestyle,13.8,474,92.0,79.0,85.5,Tinggi,Tinggi,Tinggi,29,Siang,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Apple,F&B & Culinary Lifestyle,14.6,579,97.33333333333331,96.5,96.9,Tinggi,Tinggi,Tinggi,36,Malam,The Digital Star
Plaza Indonesia,Mall,Xiaomi,Travel & Leisure,10.0,512,66.66666666666666,85.33333333333334,76.0,Sedang,Tinggi,Tinggi,31,Malam,The Camper
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,10.2,179,68.0,29.833333333333336,48.9,Sedang,Rendah,Sedang,31,Malam,The Passerby
Plaza Indonesia,Mall,Apple,Entertainment & Streaming,5.4,394,36.00000000000001,65.66666666666666,50.8,Rendah,Sedang,Sedang,20,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Vivo,F&B & Culinary Lifestyle,11.7,344,77.99999999999999,57.333333333333336,67.7,Tinggi,Sedang,Sedang,28,Malam,The Impulse Clicker
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,14.6,463,97.33333333333331,77.16666666666666,87.2,Tinggi,Tinggi,Tinggi,19,Malam,The Digital Star
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,13.6,429,90.66666666666666,71.5,81.1,Tinggi,Tinggi,Tinggi,27,Sore,The Digital Star
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Entertainment & Streaming,5.6,351,37.33333333333333,58.5,47.9,Rendah,Sedang,Sedang,33,Malam,The Passerby
Plaza Indonesia,Mall,Vivo,F&B & Culinary Lifestyle,3.2,514,21.333333333333336,85.66666666666667,53.5,Rendah,Tinggi,Sedang,19,Pagi,The Camper
Perpustakaan Nasional,Fasilitas Umum,Oppo,Entertainment & Streaming,2.1,148,14.000000000000002,24.666666666666668,19.3,Rendah,Rendah,Rendah,21,Siang,The Passerby
Starbucks Kemang,Cafe,Vivo,E-Book & Digital Education,1.0,444,6.666666666666667,74.0,40.3,Rendah,Tinggi,Sedang,19,Pagi,The Camper
Kopi Kenangan Senayan,Cafe,Oppo,F&B & Culinary Lifestyle,8.3,200,55.333333333333336,33.33333333333333,44.3,Sedang,Rendah,Sedang,38,Malam,The Passerby
Starbucks Kemang,Cafe,Vivo,Entertainment & Streaming,0.6,369,4.0,61.5,32.8,Rendah,Sedang,Rendah,37,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Oppo,F&B & Culinary Lifestyle,0.4,62,2.666666666666667,10.333333333333334,6.5,Rendah,Rendah,Rendah,23,Pagi,The Passerby
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,9.8,354,65.33333333333334,59.0,62.2,Sedang,Sedang,Sedang,20,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,F&B & Culinary Lifestyle,1.8,343,12.000000000000002,57.16666666666666,34.6,Rendah,Sedang,Rendah,24,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Vivo,Entertainment & Streaming,8.5,324,56.66666666666666,54.0,55.3,Sedang,Sedang,Sedang,35,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Vivo,Travel & Leisure,0.3,325,2.0,54.16666666666666,28.1,Rendah,Sedang,Rendah,35,Malam,The Passerby
Starbucks Kemang,Cafe,Oppo,F&B & Culinary Lifestyle,5.4,114,36.00000000000001,19.0,27.5,Rendah,Rendah,Rendah,36,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,E-Book & Digital Education,4.4,138,29.33333333333333,23.0,26.2,Rendah,Rendah,Rendah,35,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Samsung,Travel & Leisure,11.3,390,75.33333333333334,65.0,70.2,Tinggi,Sedang,Tinggi,41,Pagi,The Impulse Clicker
Plaza Indonesia,Mall,Xiaomi,F&B & Culinary Lifestyle,8.0,420,53.333333333333336,70.0,61.7,Sedang,Sedang,Sedang,38,Malam,The Passerby
Starbucks Kemang,Cafe,Xiaomi,Entertainment & Streaming,6.2,226,41.333333333333336,37.66666666666666,39.5,Sedang,Rendah,Rendah,37,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,Travel & Leisure,9.2,598,61.33333333333333,99.66666666666669,80.5,Sedang,Tinggi,Tinggi,39,Pagi,The Camper
Stasiun Sudirman,Transportasi,Samsung,Entertainment & Streaming,6.9,138,46.0,23.0,34.5,Sedang,Rendah,Rendah,22,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Xiaomi,E-Book & Digital Education,10.4,202,69.33333333333334,33.666666666666664,51.5,Sedang,Rendah,Sedang,31,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Apple,E-Book & Digital Education,0.4,181,2.666666666666667,30.166666666666668,16.4,Rendah,Rendah,Rendah,36,Malam,The Passerby
Starbucks Kemang,Cafe,Apple,E-Book & Digital Education,1.9,193,12.666666666666664,32.166666666666664,22.4,Rendah,Rendah,Rendah,42,Malam,The Passerby
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,0.3,555,2.0,92.5,47.2,Rendah,Tinggi,Sedang,21,Siang,The Camper
Perpustakaan Nasional,Fasilitas Umum,Vivo,Travel & Leisure,0.9,181,6.000000000000001,30.166666666666668,18.1,Rendah,Rendah,Rendah,45,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,11.7,270,77.99999999999999,45.0,61.5,Tinggi,Sedang,Sedang,25,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Samsung,F&B & Culinary Lifestyle,2.2,344,14.666666666666666,57.333333333333336,36.0,Rendah,Sedang,Rendah,35,Pagi,The Passerby
Stasiun Sudirman,Transportasi,Vivo,Travel & Leisure,3.6,129,24.000000000000004,21.5,22.8,Rendah,Rendah,Rendah,19,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,F&B & Culinary Lifestyle,14.5,235,96.66666666666669,39.16666666666666,67.9,Tinggi,Rendah,Sedang,30,Malam,The Impulse Clicker
Stasiun Sudirman,Transportasi,Vivo,Entertainment & Streaming,5.5,249,36.66666666666666,41.5,39.1,Rendah,Sedang,Rendah,40,Malam,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Entertainment & Streaming,6.4,586,42.66666666666667,97.66666666666669,70.2,Sedang,Tinggi,Tinggi,20,Malam,The Camper
Starbucks Kemang,Cafe,Samsung,Entertainment & Streaming,1.7,199,11.333333333333332,33.166666666666664,22.2,Rendah,Rendah,Rendah,36,Siang,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,4.9,178,32.66666666666667,29.666666666666668,31.2,Rendah,Rendah,Rendah,29,Pagi,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Xiaomi,Entertainment & Streaming,3.4,477,22.666666666666664,79.5,51.1,Rendah,Tinggi,Sedang,23,Pagi,The Camper
Plaza Indonesia,Mall,Oppo,E-Book & Digital Education,2.7,563,18.000000000000004,93.83333333333331,55.9,Rendah,Tinggi,Sedang,44,Siang,The Camper
Kopi Kenangan Senayan,Cafe,Samsung,F&B & Culinary Lifestyle,2.2,470,14.666666666666666,78.33333333333333,46.5,Rendah,Tinggi,Sedang,25,Siang,The Camper
Stasiun Sudirman,Transportasi,Apple,F&B & Culinary Lifestyle,5.5,263,36.66666666666666,43.833333333333336,40.2,Rendah,Sedang,Sedang,18,Malam,The Passerby
Plaza Indonesia,Mall,Samsung,F&B & Culinary Lifestyle,12.6,571,84.0,95.16666666666669,89.6,Tinggi,Tinggi,Tinggi,34,Pagi,The Digital Star
Plaza Indonesia,Mall,Xiaomi,Entertainment & Streaming,5.3,474,35.333333333333336,79.0,57.2,Rendah,Tinggi,Sedang,28,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Oppo,F&B & Culinary Lifestyle,1.8,561,12.000000000000002,93.5,52.8,Rendah,Tinggi,Sedang,22,Sore,The Camper
Perpustakaan Nasional,Fasilitas Umum,Samsung,F&B & Culinary Lifestyle,12.5,570,83.33333333333334,95.0,89.2,Tinggi,Tinggi,Tinggi,46,Pagi,The Digital Star
Kopi Kenangan Senayan,Cafe,Xiaomi,F&B & Culinary Lifestyle,4.5,158,30.0,26.33333333333333,28.2,Rendah,Rendah,Rendah,25,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Oppo,Entertainment & Streaming,3.0,569,20.0,94.83333333333334,57.4,Rendah,Tinggi,Sedang,22,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Vivo,Travel & Leisure,0.3,92,2.0,15.333333333333332,8.7,Rendah,Rendah,Rendah,36,Sore,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Oppo,Entertainment & Streaming,6.9,93,46.0,15.5,30.8,Sedang,Rendah,Rendah,36,Malam,The Passerby
Starbucks Kemang,Cafe,Xiaomi,F&B & Culinary Lifestyle,7.4,197,49.333333333333336,32.83333333333333,41.1,Sedang,Rendah,Sedang,22,Sore,The Passerby
Plaza Indonesia,Mall,Samsung,Travel & Leisure,10.1,541,67.33333333333333,90.16666666666666,78.8,Sedang,Tinggi,Tinggi,22,Malam,The Camper
Perpustakaan Nasional,Fasilitas Umum,Samsung,Entertainment & Streaming,4.0,446,26.666666666666668,74.33333333333333,50.5,Rendah,Tinggi,Sedang,30,Sore,The Camper
Stasiun Sudirman,Transportasi,Xiaomi,F&B & Culinary Lifestyle,0.4,106,2.666666666666667,17.666666666666668,10.2,Rendah,Rendah,Rendah,37,Malam,The Passerby
Starbucks Kemang,Cafe,Vivo,F&B & Culinary Lifestyle,11.5,409,76.66666666666667,68.16666666666666,72.4,Tinggi,Sedang,Tinggi,23,Pagi,The Impulse Clicker
Perpustakaan Nasional,Fasilitas Umum,Oppo,E-Book & Digital Education,0.8,310,5.333333333333334,51.66666666666667,28.5,Rendah,Sedang,Rendah,35,Malam,The Passerby
Starbucks Kemang,Cafe,Samsung,F&B & Culinary Lifestyle,13.0,177,86.66666666666667,29.5,58.1,Tinggi,Rendah,Sedang,28,Pagi,The Impulse Clicker
Plaza Indonesia,Mall,Samsung,Entertainment & Streaming,9.9,492,66.0,82.0,74.0,Sedang,Tinggi,Tinggi,36,Pagi,The Camper
Stasiun Sudirman,Transportasi,Samsung,Entertainment & Streaming,8.8,384,58.66666666666666,64.0,61.3,Sedang,Sedang,Sedang,38,Sore,The Passerby
Perpustakaan Nasional,Fasilitas Umum,Samsung,Entertainment & Streaming,1.5,270,10.0,45.0,27.5,Rendah,Sedang,Rendah,28,Malam,The Passerby
Plaza Indonesia,Mall,Xiaomi,F&B & Culinary Lifestyle,9.2,432,61.33333333333333,72.0,66.7,Sedang,Tinggi,Sedang,22,Sore,The Camper
Perpustakaan Nasional,Fasilitas Umum,Samsung,Travel & Leisure,3.2,331,21.333333333333336,55.16666666666666,38.2,Rendah,Sedang,Rendah,19,Pagi,The Passerby
Kopi Kenangan Senayan,Cafe,Apple,Travel & Leisure,11.1,154,74.0,25.666666666666664,49.8,Tinggi,Rendah,Sedang,21,Pagi,The Impulse Clicker
Stasiun Sudirman,Transportasi,Samsung,Travel & Leisure,12.0,546,80.0,91.0,85.5,Tinggi,Tinggi,Tinggi,38,Malam,The Digital Star
